brightness,contrast,sharpness,label
97.25382653061224,101.79234620324726,20959.787217253157,9
107.90561224489795,100.83144790624627,21557.144528078723,0
36.558673469387756,49.69875194790199,15493.552525125278,0
59.50127551020408,64.84929545355179,20309.98931125948,3
78.04464285714286,103.84324822005934,16787.070994653004,0
107.35331632653062,89.24038228760965,21003.361810979535,2
41.48724489795919,77.63991544276973,14299.156833515299,7
146.9158163265306,110.39971696044269,25226.332386761285,2
25.372448979591837,53.12974162390503,14857.995954760503,5
51.90816326530612,90.13460305595726,18490.142164273115,5
88.72704081632654,84.88201285036156,22048.517223761934,0
100.95025510204081,111.36392962428856,19888.35280367291,9
38.17474489795919,61.21648458241294,15837.827146496458,5
30.213010204081634,56.73638274205501,13025.126921138824,5
25.408163265306122,56.66923574833064,10444.953738697124,7
83.21556122448979,100.41730892290272,18807.66463704824,9
66.47704081632654,87.01172500992274,16254.129377676998,1
94.31122448979592,95.46043136108008,22557.089798367902,0
112.25127551020408,78.94490376209048,22844.535287365976,6
40.55484693877551,42.45756647521123,21453.241503597324,4
83.43622448979592,101.29795923378316,19697.74873323815,3
61.10459183673469,89.43701055193009,17027.287511197894,1
75.6313775510204,83.11851070352344,18690.869117605893,4
99.71811224489795,73.06724522662537,19039.471347386694,8
114.66198979591837,97.52488842006862,22121.855827104504,4
83.71301020408163,105.28992060855113,17845.025550446517,3
94.36224489795919,83.31400464790201,18516.45476750371,0
138.90688775510205,103.77337579546789,22453.634953878667,2
76.1454081632653,70.07844933035896,21155.503896517454,4
120.08418367346938,94.50255398150617,22562.153761092915,4
16.29591836734694,45.72808590443222,8535.70723803925,5
45.141581632653065,63.37311850081899,15476.250726113492,3
99.0420918367347,81.87108466233659,19180.46550173567,6
19.246173469387756,31.986155497666935,24843.045526441027,6
27.590561224489797,36.062332130141264,22099.35913573248,0
56.047193877551024,62.92872601961848,19616.456503177404,8
55.525510204081634,81.4560533965633,17583.84900338736,5
68.6875,50.82322852825973,23785.00716665267,2
64.01147959183673,99.26358242976322,15266.821400576691,1
133.77295918367346,108.70159951988751,22651.594034321544,6
107.32780612244898,91.65808771268406,22474.098800425527,6
49.371173469387756,84.29425644153422,14970.053357968703,7
82.4795918367347,108.0846564080851,19700.462954214607,9
35.96938775510204,65.73527678431779,12993.947957783936,5
126.22193877551021,113.37768392663382,22487.850905279804,9
93.82142857142857,72.80089740700527,22564.499342123676,2
43.753826530612244,73.59030174464478,13263.833718260968,7
89.29974489795919,102.95536332153665,19060.718140239635,3
88.18877551020408,79.2420412312847,21005.86635837463,0
98.2295918367347,107.96156648830599,18191.517517706674,3
71.89795918367346,101.27617976440365,16937.78980676633,3
73.88775510204081,93.73830622613205,17623.176625794353,3
47.455357142857146,75.92911266353933,13512.588790557376,7
146.3737244897959,115.27236767054399,22301.00588589345,2
45.76275510204081,44.54486205239113,21865.274353671506,2
103.67857142857143,92.95988135113085,20250.37911872568,6
77.53571428571429,101.18165998008992,19384.538184821256,6
58.80229591836735,80.32234449604296,16546.001623694745,8
75.69260204081633,105.40929046672676,16271.561537680915,3
47.72576530612245,83.98971966626861,12161.235708686763,3
65.89285714285714,91.87027094590213,16732.940852369753,5
76.01913265306122,68.3947007678611,18363.4657116962,0
19.792091836734695,49.42445677250152,12988.875353433556,5
8.637755102040817,32.28652658682977,7874.663704473558,5
87.33163265306122,101.21326352638263,18318.886166400716,0
121.88392857142857,79.47996183659072,24273.66459505613,2
108.5484693877551,97.54900755624449,22988.714152739292,0
68.38647959183673,89.5122832230907,16977.665314170936,0
88.12372448979592,75.12228974638899,19988.407092466616,4
46.73852040816327,80.74755474818298,12961.035021415973,1
105.56760204081633,108.39497183799624,20951.244345063133,3
61.411989795918366,88.06757556813334,16601.948089009267,1
58.28061224489796,63.91722031414055,21283.008188460568,6
